game_id,winner
38872,0.34455519697317855
38873,0.645270339295388
38874,0.4858366985074413
38875,0.08989575354645701
38876,0.6325070039060458
38877,0.7409292995418598
38878,0.6376723619091978
38879,0.8317602083380455
38880,0.3960796011294309
38881,0.6481495382383203
38882,0.6174490571375539
38883,0.2353380815841597
38884,0.21902904887844624
38885,0.7636578342886322
38886,0.5488594077865305
38887,0.7927026013660303
38888,0.5033993619380545
38889,0.690465885864103
38890,0.3795390007954208
38891,0.43273543247838847
38892,0.7408365719328962
38893,0.39038920599265803
38894,0.37229746162059146
38895,0.6442373078781845
38896,0.6896153644106366
38897,0.701864574882223
38898,0.5479939193338699
38899,0.6729619235057449
38900,0.47294583477748303
38901,0.3179545617523493
38902,0.5423813456398743
38903,0.29456122742214275
38904,0.19366680599663433
38905,0.6462042562366355
38906,0.8216969256049379
38907,0.3944023575206346
38908,0.6694843633072584
38909,0.3641551394379955
38910,0.3704681776580579
38911,0.6027953994396749
38912,0.20414820884627796
38913,0.28565866335938067
38914,0.36278331226885796
38915,0.6631649306693755
38916,0.6900506480365779
38917,0.5430290171712795
38918,0.6986257371479838
38919,0.7731610593900544
38920,0.7603522999033604
38921,0.4047947818180213
38922,0.6434670430273499
38923,0.43422947934423034
38924,0.23205730037459465
38925,0.6561610558266247
38926,0.39641629895018626
38927,0.13137904811461998
38928,0.910392596742624
38929,0.5877970525246818
38930,0.2973823590784227
38931,0.7907998132639146
38932,0.12395182403908526
38933,0.5913305569401396
38934,0.25817282607460995
38935,0.7566938980918182
38936,0.5741262110890087
38937,0.6093725834069694
38938,0.7777955015590253
38939,0.3002963102085611
38940,0.300551124822306
38941,0.6436094170711343
38942,0.5162231390931074
38943,0.6877209197511812
38944,0.22281965596021702
38945,0.5927280477288359
38946,0.15558743961960747
38947,0.29998462173853524
38948,0.26870274414705064
38949,0.8229109175130441
38950,0.6103885112994479
38951,0.5949150517905596
38952,0.7439287924764424
38953,0.7774716325264015
38954,0.6377607951841987
38955,0.5111492595490201
38956,0.20314660603039236
38957,0.9151009268553778
38958,0.5473036208211155
38959,0.4823408423967814
38960,0.5909765007456389
38961,0.14607202108292802
38962,0.583395990341374
38963,0.7116223399373477
38964,0.6591569894692481
38965,0.5085233749922355
38966,0.4291157262521532
38967,0.4833338662571592
38968,0.46220667155081346
38969,0.9152764245213852
38970,0.6491720978819698
38971,0.44036870340579165
38972,0.4192673593620463
38973,0.45786285103124064
38974,0.3252565951686891
38975,0.739993167626259
38976,0.448180185875645
38977,0.5747791866856603
38978,0.25430555696520346
38979,0.2341328218272275
38980,0.5274775150659118
38981,0.694874689920637
38982,0.5486100876241202
38983,0.2835581133087024
38984,0.6418191206991567
38985,0.6173028515461512
38986,0.5879799370861183
38987,0.051207101580254724
38988,0.47631883907719247
38989,0.5812591699965861
38990,0.24347640008777582
38991,0.8029759248166417
38992,0.6189567932284291
38993,0.5442254622840494
38994,0.6997751507013701
38995,0.7720109560940767
38996,0.6879585127641163
38997,0.1277722583603105
38998,0.3939459065819843
38999,0.3031807244903841
39000,0.4758864698686845
39001,0.23323511755865994
39002,0.7752568678493634
39003,0.1298816790775294
39004,0.5593054178225094
39005,0.7520373023824041
39006,0.3459290332040796
39007,0.7557826731103745
39008,0.4963082218596659
39009,0.3201735941677747
39010,0.25509690367743504
39011,0.29167583415218573
39012,0.36225967909870815
39013,0.6294519165846139
39014,0.3612541969914561
39015,0.2870309258068019
39016,0.6168543607284284
39017,0.8599098402588762
39018,0.3103617531772062
39019,0.1428412651217794
39020,0.32156324890149013
39021,0.5002965686018224
39022,0.15019478289694213
39023,0.4719637300890043
39024,0.5574633762064674
39025,0.8343296985739174
39026,0.331241370571893
39027,0.7569306126910148
39028,0.9117674216120552
39029,0.7735875417401314
39030,0.5499204373577815
39031,0.6472873522699705
39032,0.33961181433981247
39033,0.6988698010931224
39034,0.4519813524745393
39035,0.5388626297556409
39036,0.3934281456621432
39037,0.6942606854688278
39038,0.25441992639021216
39039,0.2506111627109183
39040,0.47477222071054587
39041,0.7877412722568201
39042,0.6388381263818905
39043,0.7341134647641498
39044,0.40997381987445397
39045,0.38693331511567625
39046,0.35763442972678755
39047,0.765025009608771
39048,0.9117137888024737
39049,0.8716445115801301
39050,0.19898428035744403
39051,0.714861773115895
39052,0.8393907335193245
39053,0.4445278958646157
39054,0.569576996498602
39055,0.24181132841550343
39056,0.5284039617957995
39057,0.18080275449555366
39058,0.4313618011871872
39059,0.5618398049277648
39060,0.5379419360740183
39061,0.43508915779695617
39062,0.25860152994863717
39063,0.9412176338269799
39064,0.4175863772645534
39065,0.46963591806281446
39066,0.688225315280522
39067,0.5061946135483307
39068,0.3716779084033351
39069,0.5079280009288791
39070,0.3737255307884601
39071,0.4379780167193261
39072,0.5250601846257626
39073,0.3637929105302813
39074,0.5715166657775571
39075,0.7267641195251724
39076,0.20802840046934407
39077,0.49925089592225275
39078,0.23859076791548287
39079,0.7406741360117846
39080,0.3984378836450567
39081,0.3178548250470114
39082,0.3664252439543113
39083,0.48781479924491083
39084,0.2538645975033793
39085,0.8145974442931145
39086,0.7169897163360412
39087,0.34973634544266613
39088,0.43441981376894667
39089,0.3191953489433558
39090,0.4736024132973391
39091,0.3996698116373259
39092,0.6554999035114414
39093,0.4517591431393943
39094,0.7767922859812386
39095,0.18488911717146936
39096,0.4497442615446607
39097,0.5863946997002503
39098,0.40458820534198203
39099,0.7001801467610115
39100,0.1960626301454889
39101,0.25477499081514426
39102,0.08018776324326005
39103,0.5811920480261896
39104,0.5530652008559389
39105,0.5218902688033182
39106,0.6819114140599216
39107,0.06804702820439586
39108,0.689289677668679
39109,0.5182877306038995
39110,0.36626524624675416
39111,0.2551203331544586
39112,0.8917120844458442
39113,0.1273041497530352
39114,0.6632316143842469
39115,0.2960546636953171
39116,0.6705201688969318
39117,0.26128541199191024
39118,0.08971530819214006
39119,0.7974242496775333
39120,0.5652913125733992
39121,0.2406454936922583
39122,0.5460169141255018
39123,0.4201565264256061
39124,0.8930637087473273
39125,0.45908057836873073
39126,0.19081720999672128
39127,0.7791584462263741
39128,0.5721045745137487
39129,0.7298628608028983
39130,0.5673360419698934
39131,0.549640065033398
39132,0.9326058549402073
39133,0.3564135427419866
39134,0.7888784497990345
39135,0.8080939997733902
39136,0.8733790195074214
39137,0.5593424680611411
39138,0.42531952823757424
39139,0.6977615810955862
39140,0.5308441612429637
39141,0.5404285757971219
39142,0.15326727568318838
39143,0.5732274871672132
39144,0.20959445262510307
39145,0.23570544322148898
39146,0.5668173991531991
39147,0.8339356387547183
39148,0.21659938882730692
39149,0.5854578520678108
39150,0.5682249158321367
39151,0.5322914201086418
39152,0.7271742928844016
39153,0.38524311479099754
39154,0.49324254472660095
39155,0.5304013356462481
39156,0.11866752026083761
39157,0.8284868448647734
39158,0.4545130697076117
39159,0.19146004671361905
39160,0.5562935396767891
39161,0.6170705840137248
39162,0.26607762891366665
39163,0.5321104775625985
39164,0.5373159492706663
39165,0.7820367239516056
39166,0.7355402750169866
39167,0.8263304273684573
39168,0.3838281301476355
39169,0.7604969110772033
39170,0.669390446875453
39171,0.10280143784065537
39172,0.7356125924595824
39173,0.6205352794066539
39174,0.6235109556689211
39175,0.5539711470802602
39176,0.4408969424716178
39177,0.5233492199738103
39178,0.23257347845543525
39179,0.9090298059254511
39180,0.4600722368349504
39181,0.5507215505031988
39182,0.7958163514906512
39183,0.6693946601123942
39184,0.6141338696340543
39185,0.13218797537679697
39186,0.6796718517585966
39187,0.21022800785223034
39188,0.19397704765507998
39189,0.12008606765938394
39190,0.5793930435441209
39191,0.2669973459149713
39192,0.07767368453269115
39193,0.3219272702424737
39194,0.21230415196054714
39195,0.8261285025716318
39196,0.803680418170809
39197,0.919881739853433
39198,0.3513685491967899
39199,0.5156673944451777
39200,0.8227057383543865
39201,0.6667564585974114
39202,0.47175741693633994
39203,0.5059336262763672
39204,0.42389646603884157
39205,0.8504981341064123
39206,0.4375636119984143
39207,0.373897077560181
39208,0.4455945032671312
39209,0.5147659236755057
39210,0.6354345162758757
39211,0.598330525514084
39212,0.6590005131271249
39213,0.8194595221606349
39214,0.5547580298718365
39215,0.7732041973774374
39216,0.5167891123487065
39217,0.8509715412432147
39218,0.38065083796425925
39219,0.22156573020994036
39220,0.73097503216187
39221,0.5496613594472795
39222,0.49134080732112984
39223,0.5619298911402286
39224,0.3703215188393242
39225,0.3986239822958136
39226,0.8651431917478727
39227,0.12169313448449674
39228,0.4976905984212359
39229,0.4291024513303112
39230,0.38127654917894066
39231,0.6756327634341293
39232,0.6664622723397945
39233,0.3832532416928627
39234,0.46931651449946876
39235,0.33886763269562326
39236,0.42492318608760604
39237,0.28085858904623157
39238,0.9530677443723262
39239,0.5252229938646671
39240,0.6034976126735965
39241,0.5660889877472041
39242,0.36892919643678784
39243,0.5392863899583469
39244,0.2941933327991143
39245,0.37473241739998936
39246,0.583224814084836
39247,0.826517358925704
39248,0.28700829682751494
39249,0.46293385339186427
39250,0.6957171842172221
39251,0.36532248322385746
39252,0.2100437647592224
39253,0.5619314208063313
39254,0.706758029326065
39255,0.3584524245699135
39256,0.3172743927029743
39257,0.29954715667326814
39258,0.5641362095641433
39259,0.34441955967192855
39260,0.7602228086902068
39261,0.8431038104603296
39262,0.32417063536856205
39263,0.5414800422770513
39264,0.386534491682626
39265,0.7387518329091844
39266,0.7519943723656557
39267,0.39260141768480444
39268,0.05894929542782026
39269,0.6430146893030014
39270,0.20980950613159416
39271,0.15680395873482839
39272,0.5916470940283917
39273,0.5589006303974309
39274,0.36308746988043394
39275,0.8152270759197163
39276,0.6088252481589387
39277,0.8112042235090333
39278,0.2531535047640057
39279,0.6591066014379222
39280,0.30824927048958634
39281,0.6937364299443278
39282,0.5012175707140247
39283,0.5330666008746079
39284,0.42376795497182157
39285,0.33068407154756985
39286,0.3147928619245147
39287,0.4385189617700627
39288,0.7604105527839851
39289,0.43803410416430655
39290,0.8257666114948787
39291,0.8175576090684692
39292,0.5037953660800017
39293,0.70974178328643
39294,0.6720222985736823
39295,0.23920064311137468
39296,0.09524611325630543
39297,0.32047119870721774
39298,0.2973225385912568
39299,0.7290970398911196
39300,0.7095278034964175
39301,0.5799876411722859
39302,0.8136231131982049
39303,0.5437013664684808
39304,0.21713944079587405
39305,0.3311864737891671
39306,0.6138090915904052
39307,0.7541968092438274
39308,0.3303010175903359
39309,0.4704186135665819
39310,0.10146037090625108
39311,0.6899965458097418
39312,0.512984678270821
39313,0.8739426259262996
39314,0.4291940732921241
39315,0.5106757486522154
39316,0.5949770884831962
39317,0.45879802164229355
39318,0.5380257337328694
39319,0.6906778590160939
39320,0.9109519299193117
39321,0.31788669002955156
39322,0.1294082044386328
39323,0.5102022451499472
39324,0.5571995673256176
39325,0.33405078315965436
39326,0.2917287991711541
39327,0.20307614701208335
39328,0.24501197810904782
39329,0.8623073317270559
39330,0.2485999418879738
39331,0.46796094993415105
39332,0.5550679419515869
39333,0.3013723684573937
39334,0.408148259795943
39335,0.6895011036713861
39336,0.24386171797685005
39337,0.5198370619576794
39338,0.29442503252260405
39339,0.4502422527099391
39340,0.8402750954435444
39341,0.3894563282635613
39342,0.46662751659252055
39343,0.7459533086910325
39344,0.6181693034183089
39345,0.3370199591374544
39346,0.7560153415921418
39347,0.6108989236302396
39348,0.3161387221653959
39349,0.41767911664470203
39350,0.35226272930589647
39351,0.5302167355326375
39352,0.5728256099429613
39353,0.56714208464985
39354,0.6764005836768666
39355,0.14580593151946186
39356,0.6879681251037127
39357,0.598224793838461
39358,0.6945350725922244
39359,0.1621960250724607
39360,0.2438622616382647
39361,0.655614171027657
39362,0.5935296727073117
39363,0.48174597865330704
39364,0.05993631227555931
39365,0.24990337015439457
39366,0.141658666783022
39367,0.39026559450899684
39368,0.28809589907347993
39369,0.5764694126025058
39370,0.1432426587301488
39371,0.13149448515271983
39372,0.8055095575066088
39373,0.5709011624084764
39374,0.450546536600626
39375,0.5336152293435756
39376,0.7710063716555144
39377,0.7408588853811753
39378,0.5219147325981167
39379,0.29662661822176895
39380,0.38240663953631787
39381,0.7933181006493724
39382,0.5815397894603441
39383,0.35155579930774966
39384,0.5267215807530014
39385,0.11207987275132986
39386,0.8121786467174059
39387,0.12752946123624065
39388,0.7678440159383293
39389,0.4867914871721766
39390,0.8121007058298163
39391,0.32674347050383984
39392,0.5955021723330828
39393,0.46888696471845
39394,0.8897029897677748
39395,0.2678292450937227
39396,0.7580785590286384
39397,0.6127546428580698
39398,0.48058159648472903
39399,0.28550370508150646
39400,0.7669936067816422
39401,0.4988798489038532
39402,0.4185706598207065
39403,0.2897719377276845
39404,0.591231220634949
39405,0.39975786694769744
39406,0.38276503208068574
39407,0.5197198964444595
39408,0.7747967802620214
39409,0.3383213752336583
39410,0.7157033188914582
39411,0.3316645955070958
39412,0.3105435303326984
39413,0.15130922160889032
39414,0.2241846553061846
39415,0.7821065536809099
39416,0.6905573501688783
39417,0.4538669191557989
39418,0.8557864059613536
39419,0.4680251848788813
39420,0.6783009575559551
39421,0.6109316439059745
39422,0.21418233728003414
39423,0.33965757311729433
39424,0.5204899114190923
39425,0.10917070996109678
39426,0.30382917054121794
39427,0.6244433239597139
39428,0.5856269313119411
39429,0.6995600981528953
39430,0.6418516825724347
39431,0.3468616245964459
39432,0.23954529347980094
39433,0.19729909745633517
39434,0.46747395136553827
39435,0.3273170049919375
39436,0.5584116732956602
39437,0.29573175128585255
39438,0.31253305643608364
39439,0.7445613700456394
39440,0.5049524563281959
39441,0.7423008749007998
39442,0.34734903601703315
39443,0.4055019255995337
39444,0.7706569651653107
39445,0.2999664990487202
39446,0.6495338213747374
39447,0.8727011426628404
39448,0.6442659169248874
39449,0.6690549489263653
39450,0.340631738104691
39451,0.7420749314590577
39452,0.21030671679392043
39453,0.5188247708153237
39454,0.6261315951932637
39455,0.632982863432328
39456,0.3361143312366868
39457,0.6915060323336201
39458,0.8621903242756829
39459,0.573668208014844
39460,0.6586331810344976
39461,0.5686965199429461
39462,0.6917106697468681
39463,0.48669994311988757
39464,0.5118974320301769
39465,0.5253200023963556
39466,0.5658935185296534
39467,0.6908727322453962
39468,0.2913221920312632
39469,0.5002431292624772
39470,0.3399300392351407
39471,0.17319387608784484
39472,0.49513976865048337
39473,0.8219431442926224
39474,0.18457407427583025
39475,0.9115282989854802
39476,0.22247314184824232
39477,0.3199005152947063
39478,0.5157913244853494
39479,0.955461100184743
